state,acc_length,area_code,intl_plan,vmail_plan,num_vm_msgs,ttl_day_mins,ttl_day_calls,ttl_day_charge,ttl_eve_mins,ttl_eve_calls,ttl_eve_charge,ttl_ngt_mins,ttl_ngt_calls,ttl_ngt_charge,ttl_intl_mins,ttl_intl_calls,ttl_intl_charge,cust_service_calls,churn,total_calls,total_mins,total_charge,day_call_ratio,intl_ratio
AR,91,510,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,False,273,557.7,57.59,0.3516483516483517,0.011834319526627217
MI,102,510,no,no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,False,304,670.1,71.14,0.2894736842105263,0.009252350395463363
OK,86,415,no,yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,False,308,570.1,68.36999999999999,0.36363636363636365,0.02087353095948079
TX,82,415,no,no,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,False,307,502.3,48.13,0.3583061889250814,0.016523989647620946
NC,89,408,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,False,367,479.09999999999997,45.24,0.4114441416893733,0.026508035900647046
ID,86,415,no,no,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,False,323,589.3,60.629999999999995,0.30340557275541796,0.015781435601561176
IL,134,408,no,no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,310,474.1,50.63,0.3580645161290323,0.012866483864163678
OR,92,415,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,False,272,560.5,59.81999999999999,0.3014705882352941,0.019268510258697594
SD,87,510,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,False,283,553.6,57.940000000000005,0.2862190812720848,0.02474710982658959
NE,64,408,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,False,290,569.0,67.37,0.3896551724137931,0.024253075571177507
RI,80,510,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,False,302,649.2,66.99000000000001,0.39072847682119205,0.01417128773875539
MD,165,415,no,yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,False,324,542.2,54.38,0.3487654320987654,0.01752120988565105
ID,153,415,no,yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,False,323,625.9,60.7,0.3219814241486068,0.011982744847419716
ME,41,415,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,292,545.2,58.72,0.3732876712328767,0.020359501100513572
SD,108,415,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,False,271,692.7,71.57000000000001,0.2878228782287823,0.007506857225350079
NY,104,415,no,yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,False,317,577.6999999999999,59.269999999999996,0.35331230283911674,0.019214124978362473
DE,115,408,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,False,256,494.1,47.900000000000006,0.26171875,0.021453147136207242
OK,87,415,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,False,306,507.59999999999997,55.49,0.3464052287581699,0.026398739164696615
SC,159,415,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,275,544.4,55.209999999999994,0.3381818181818182,0.023144746509919177
IN,119,510,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,False,364,542.4,54.49,0.3543956043956044,0.024705014749262538
NV,69,415,no,no,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,False,334,617.9,57.95,0.3263473053892216,0.022819226412040785
IL,87,408,yes,yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,340,595.4,58.050000000000004,0.40588235294117647,0.018139066174000674
SD,93,510,no,no,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,True,312,792.0,84.67999999999999,0.33974358974358976,0.010984848484848484
OK,154,415,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True,326,549.4,54.53,0.2116564417177914,0.026210411357844923
KS,57,415,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,False,309,647.3,68.14,0.2459546925566343,0.018229568978835164
IA,130,510,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,False,314,603.6999999999999,56.96,0.22929936305732485,0.01888355143283088
NJ,151,415,no,no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,False,264,605.2,56.2,0.48484848484848486,0.02181097157964309
NJ,162,408,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,True,227,757.6999999999999,74.8,0.3832599118942731,0.013725748977167745
MT,60,415,no,no,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,False,339,697.2,61.14,0.39233038348082594,0.020940906483075155
IA,81,510,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,False,232,714.7,71.14999999999999,0.38362068965517243,0.012172939694976912
WA,132,415,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,334,561.9,64.31,0.344311377245509,0.01423740879159993
NE,86,408,no,no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,333,489.3,43.620000000000005,0.3633633633633634,0.013693030860412835
TX,136,408,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,True,321,766.2,79.64,0.3302180685358255,0.01318193683111459
MS,121,415,no,yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,False,317,539.0,50.81,0.26498422712933756,0.019666048237476808
IA,105,510,no,yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,False,353,543.6,44.699999999999996,0.35410764872521244,0.017844002943340688
WI,105,415,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,False,242,576.1999999999999,63.339999999999996,0.25206611570247933,0.017181534189517532
MT,51,415,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,False,257,692.5,73.82,0.23735408560311283,0.016173285198555955
GA,64,408,no,no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,False,314,486.19999999999993,46.55,0.37261146496815284,0.013163307280954342
MT,80,510,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,False,365,574.5,57.83,0.36164383561643837,0.017406440382941687
ND,56,415,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,False,320,615.1,69.66,0.415625,0.022110225979515525
VT,120,415,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,False,310,602.8,56.019999999999996,0.3161290322580645,0.018414067684140677
SD,103,510,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,False,337,619.5,63.65,0.37091988130563797,0.019693301049233253
OH,164,510,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,False,351,582.2,55.07000000000001,0.2905982905982906,0.016489178976296804
OH,116,415,no,yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,False,278,634.0,64.07,0.4244604316546763,0.011041009463722398
MT,121,408,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,False,301,585.8,59.53,0.26245847176079734,0.012803004438374873
IL,55,415,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,316,668.5,72.49,0.3829113924050633,0.012266267763649962
NV,183,415,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,False,322,554.5,50.27,0.2857142857142857,0.01749323715058611
UT,104,408,no,no,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,False,368,613.9,72.9,0.27445652173913043,0.02117608731063691
NH,90,408,no,no,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,False,327,481.20000000000005,49.33,0.2966360856269113,0.014754779717373231
LA,82,415,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,False,290,480.9,54.5,0.3482758620689655,0.028072364316905803
VT,101,415,no,no,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,325,567.3,54.379999999999995,0.28307692307692306,0.023444385686585585
NY,9,415,no,yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,False,294,507.5,43.65,0.29591836734693877,0.022660098522167486
CT,97,415,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,False,263,749.6,73.06,0.22053231939163498,0.016141942369263605
KS,94,408,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,311,729.5,76.22,0.33440514469453375,0.012200137080191912
MI,127,510,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,False,276,703.3,69.44999999999999,0.427536231884058,0.010379638845442912
SD,125,510,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,False,325,618.4999999999999,72.59000000000002,0.3446153846153846,0.01665319320937753
ME,140,415,no,no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,False,330,659.5999999999999,62.68000000000001,0.3151515151515151,0.015615524560339603
MD,90,415,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,False,390,505.30000000000007,44.419999999999995,0.3128205128205128,0.01998812586582228
VA,67,415,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,False,259,589.4000000000001,54.31,0.25096525096525096,0.01560909399389209
NJ,113,415,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,False,249,583.7,61.74999999999999,0.22088353413654618,0.0209011478499229
TN,121,510,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,False,308,659.6,64.56,0.29545454545454547,0.022892662219526985
DC,93,408,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,False,276,555.1999999999999,57.019999999999996,0.3442028985507246,0.0178314121037464
DC,121,408,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,False,278,444.8,50.6,0.4352517985611511,0.027652877697841728
OR,53,408,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,True,338,697.8,76.29,0.3520710059171598,0.014044138721696763
RI,75,415,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,False,284,544.4,58.4,0.3204225352112676,0.024063188831741366
AK,132,510,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,False,320,746.4000000000001,69.74,0.378125,0.00562700964630225
WI,162,408,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,False,347,451.9,48.529999999999994,0.37752161383285304,0.014383713210887366
IN,140,415,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,False,342,645.8,61.29,0.3333333333333333,0.017497677299473522
MI,91,408,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,False,340,632.1,58.58,0.3411764705882353,0.010441385856668248
ID,73,510,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,False,370,545.1999999999999,56.85,0.2891891891891892,0.016140865737344096
NH,95,408,yes,no,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,True,327,702.7,72.73,0.40978593272171254,0.01437313220435463
MN,145,408,no,no,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,False,363,668.2,68.66000000000001,0.3774104683195592,0.019604908709967075
AZ,100,415,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,False,274,401.29999999999995,42.46999999999999,0.39416058394160586,0.01071517567904311
MN,122,415,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,False,320,684.8,71.04,0.315625,0.019129672897196262
MO,109,415,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,False,265,748.9,73.42999999999999,0.27169811320754716,0.015889971958873015
AL,82,408,no,no,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,False,323,546.1,49.87,0.33126934984520123,0.018494781175608863
PA,65,415,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,False,285,646.3999999999999,66.91000000000001,0.3719298245614035,0.015160891089108916
AK,52,510,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,False,272,493.8,49.89,0.30514705882352944,0.016808424463345486
MS,136,415,no,yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,False,286,574.4,56.72,0.26573426573426573,0.015320334261838441
IA,75,415,no,no,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,False,306,518.4,49.269999999999996,0.35947712418300654,0.02141203703703704
WY,146,408,no,no,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,False,249,615.7,54.79,0.27710843373493976,0.020464511937631963
NE,105,408,no,no,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,False,316,600.6,58.31,0.31329113924050633,0.01848151848151848
ND,48,415,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,False,284,574.4,63.48000000000001,0.29577464788732394,0.028551532033426183
CT,45,415,no,no,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,False,300,696.3000000000001,64.38,0.3566666666666667,0.015941404566996983
NC,106,415,no,yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,False,298,609.3000000000001,67.14,0.348993288590604,0.01739701296569834
CT,33,510,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,False,245,571.3,59.50000000000001,0.2653061224489796,0.013127953789602662
ND,68,408,no,no,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False,346,577.1999999999999,61.5,0.28034682080924855,0.018711018711018716
WA,106,408,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,False,258,621.0999999999999,64.58,0.2558139534883721,0.02076960231846724
NV,141,415,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,False,286,536.1,56.92999999999999,0.3881118881118881,0.02051855997015482
CO,98,408,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False,340,592.5,66.75,0.3588235294117647,0.022447257383966246
KS,94,510,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,False,265,480.6,58.93000000000001,0.3320754716981132,0.03349979192675822
CO,65,510,no,no,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,False,276,546.4,54.18999999999999,0.19202898550724637,0.01793557833089312
MO,85,415,no,no,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,False,337,594.9999999999999,55.74,0.3323442136498516,0.016470588235294122
MA,71,510,no,no,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,True,331,817.6999999999999,85.52999999999999,0.32628398791540786,0.012351718234071175
NY,112,408,no,yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,False,315,372.6,33.97,0.35873015873015873,0.03569511540526033
AK,110,415,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,False,305,555.1,52.83,0.3114754098360656,0.012430192758061611
WI,111,415,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,False,299,655.1,71.81,0.3612040133779264,0.01938635322851473
NH,74,408,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,True,304,723.8000000000001,80.07,0.3684210526315789,0.013401492124896377
TN,105,510,no,no,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,False,271,472.29999999999995,46.02,0.3025830258302583,0.023078551767944107
NY,40,408,no,no,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,False,272,639.0,70.55000000000001,0.3014705882352941,0.015023474178403756
GA,128,408,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,True,302,615.1,64.92999999999999,0.2947019867549669,0.022110225979515525
MN,123,408,no,no,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,True,306,747.1999999999999,76.38000000000001,0.4411764705882353,0.013517130620985012
MI,122,510,no,no,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,False,252,535.2,52.739999999999995,0.34523809523809523,0.017750373692077725
ID,114,408,no,yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,False,322,568.8000000000001,57.42,0.3105590062111801,0.022151898734177212
CT,102,415,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,False,282,512.5,49.599999999999994,0.3546099290780142,0.019902439024390244
NC,126,415,no,no,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,False,267,574.4,47.14,0.34831460674157305,0.02506963788300836
LA,150,415,no,no,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,True,273,519.3000000000001,51.559999999999995,0.41025641025641024,0.023493163874446367
NJ,60,408,no,no,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,True,296,799.9000000000001,85.09,0.34121621621621623,0.01462682835354419
TX,123,408,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,284,621.0,70.28,0.2992957746478873,0.0214170692431562
CA,138,510,yes,no,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,True,324,620.3000000000001,62.910000000000004,0.39814814814814814,0.02450427212639045
MD,29,510,no,no,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,False,236,484.8,54.51,0.3008474576271186,0.029290429042904288
WY,111,415,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,False,334,581.5,63.11000000000001,0.2874251497005988,0.020464316423043853
TX,37,510,yes,no,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,True,306,592.0999999999999,57.79,0.3888888888888889,0.016551258233406523
CA,111,408,no,no,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,True,297,735.6,76.63,0.367003367003367,0.015769439912996192
UT,81,510,no,no,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,False,260,614.2,58.69,0.3230769230769231,0.02230543796808857
WA,46,510,no,no,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,False,298,525.8000000000001,48.87,0.3624161073825503,0.024153670597185237
MS,69,510,no,yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,False,272,803.6999999999999,83.32999999999998,0.2867647058823529,0.02040562398905064
OH,125,408,no,no,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,False,280,464.3,42.28999999999999,0.3392857142857143,0.017445617057936676
KS,43,415,no,no,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,False,313,478.09999999999997,33.74,0.3738019169329074,0.02238025517674127
RI,127,415,no,yes,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,False,253,625.1999999999999,55.45,0.233201581027668,0.006078055022392835
IN,94,510,no,no,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,False,314,698.0,71.43,0.35668789808917195,0.013896848137535816
VT,46,408,no,no,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,False,276,630.4000000000001,63.71,0.3079710144927536,0.017766497461928932
MT,73,408,no,yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,False,297,469.59999999999997,44.08,0.32996632996632996,0.0217206132879046
CT,146,408,no,yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,False,359,690.3,61.02,0.26740947075208915,0.010719976821671738
NM,93,415,no,no,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,False,291,671.1,72.7,0.24054982817869416,0.016241990761436446
OH,52,408,no,yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,False,266,599.5,54.94,0.2894736842105263,0.01834862385321101
GA,202,510,no,no,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,False,323,485.8,44.79,0.4241486068111455,0.012350761630300536
MN,129,510,no,yes,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,False,285,625.6999999999999,63.59,0.3473684210526316,0.016461563049384693
CT,94,415,no,no,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,False,239,700.4,69.19,0.20502092050209206,0.01856082238720731
AL,100,415,no,no,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,False,352,543.2,55.85,0.39204545454545453,0.020618556701030924
WV,43,415,no,no,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,False,298,680.1999999999999,69.66999999999999,0.3624161073825503,0.016612760952660986
NH,130,415,no,no,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,False,309,591.5999999999999,63.51,0.33980582524271846,0.015043948613928333
WY,124,415,no,no,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,False,342,663.9,64.02,0.2982456140350877,0.016418135261334538
VA,92,510,yes,no,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,True,332,755.9000000000001,76.53999999999999,0.3614457831325301,0.015875115756052386
VT,48,415,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,False,276,592.0,59.79,0.2318840579710145,0.022297297297297295
OH,98,510,no,yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,False,317,583.7,50.349999999999994,0.3312302839116719,0.01130717834504026
MT,100,415,no,no,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,True,328,465.6,44.25000000000001,0.2621951219512195,0.026847079037800686
MA,79,415,no,no,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,False,304,479.50000000000006,48.62,0.35855263157894735,0.02356621480709072
VA,164,415,no,no,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,False,243,471.90000000000003,46.309999999999995,0.32098765432098764,0.026912481457936
NM,105,415,no,no,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,False,309,681.3999999999999,64.64,0.34951456310679613,0.01584972116231289
AR,89,408,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,False,329,541.1999999999999,59.37,0.4072948328267477,0.020140428677014047
NE,126,415,no,no,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,True,300,691.2,75.67000000000002,0.32,0.01837384259259259
WY,96,408,no,no,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,False,273,606.4,56.53,0.37362637362637363,0.016490765171503958
IA,120,415,no,yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,False,260,621.1999999999999,74.53999999999999,0.3192307692307692,0.018673535093367676
SC,212,415,no,no,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,True,346,724.4,75.86000000000001,0.3670520231213873,0.017393705135284373
NC,72,415,no,no,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,False,316,564.4,50.5,0.33544303797468356,0.01700921332388377
HI,155,415,yes,yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,False,336,508.7,57.42,0.3601190476190476,0.02182032632199725
UT,89,415,no,no,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,False,285,424.7,39.660000000000004,0.2807017543859649,0.0223687308688486
WY,126,408,yes,no,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,False,350,741.9000000000001,70.76,0.36,0.01684863189109044
AL,172,408,no,no,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,True,322,707.1,78.52999999999999,0.3167701863354037,0.01697072549851506
VA,75,415,no,no,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,False,304,640.1999999999999,67.12,0.3815789473684211,0.017650734145579508
WI,143,510,no,no,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,False,333,557.6,56.62,0.2972972972972973,0.018292682926829267
FL,166,510,yes,no,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,True,284,560.5,44.72,0.31338028169014087,0.023550401427297054
KS,132,415,no,no,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,False,328,665.0999999999999,63.910000000000004,0.3201219512195122,0.019545932942414676
NV,94,408,yes,no,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,True,277,610.1999999999999,54.02,0.33935018050541516,0.01294657489347755
NY,99,415,no,no,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,False,256,545.2,56.260000000000005,0.32421875,0.022193690388848126
VA,136,415,no,yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,False,313,725.1,71.81,0.2747603833865815,0.009515928837401738
